customer_id,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,Age,state,property_valuation,value,cluster
1785,Male,23,Health,Mass Customer,No,19.0,61.0,VIC,8.0,2827.73,2
1786,Female,70,Argiculture,High Net Worth,Yes,11.0,60.0,NSW,9.0,963.6199999999999,3
1787,Male,2,Retail,High Net Worth,Yes,13.0,45.0,VIC,1.0,4865.49,3
1788,Female,79,Financial Services,High Net Worth,Yes,10.0,58.0,NSW,5.0,4979.39,3
1789,Female,44,Property,Mass Customer,No,9.0,36.0,NSW,12.0,2066.6600000000003,1
1790,Male,90,Health,Affluent Customer,No,1.0,29.0,NSW,10.0,2258.68,1
1791,Female,20,IT,Affluent Customer,Yes,19.0,47.0,QLD,6.0,2595.16,3
1792,Male,1,Financial Services,Mass Customer,No,15.0,34.0,NSW,9.0,5020.67,1
1793,Male,19,Financial Services,Mass Customer,Yes,2.0,33.0,VIC,7.0,4960.360000000001,0
1794,Female,53,Property,Mass Customer,No,8.0,53.0,QLD,5.0,1788.93,2
1795,Male,40,Manufacturing,Affluent Customer,No,7.0,45.0,NSW,12.0,2882.84,1
1796,Female,79,Manufacturing,High Net Worth,Yes,8.0,52.0,NSW,9.0,221.12,3
1797,Male,49,Not Specified,Mass Customer,No,8.0,48.0,VIC,7.0,6539.78,2
1798,Female,46,Manufacturing,High Net Worth,Yes,1.0,22.0,VIC,6.0,2934.7599999999998,3
1799,Male,81,Not Specified,Affluent Customer,No,17.0,44.0,NSW,12.0,2073.85,1
1800,Female,30,Argiculture,High Net Worth,No,11.0,67.0,NSW,9.0,3242.61,1
1801,Male,48,Manufacturing,Affluent Customer,No,21.0,45.0,QLD,7.0,4098.59,2
1802,Female,3,Manufacturing,Mass Customer,No,7.0,49.0,QLD,9.0,5035.8,2
1803,Female,75,Not Specified,Mass Customer,No,6.0,34.0,QLD,3.0,3130.6399999999994,2
1804,Female,91,Property,Affluent Customer,No,4.0,59.0,NSW,8.0,2156.17,1
1805,Female,90,Financial Services,Mass Customer,No,12.0,46.0,NSW,3.0,634.6500000000001,1
1806,U,95,IT,Mass Customer,No,7.0,44.0,QLD,1.0,4810.5,2
1807,Female,45,Not Specified,High Net Worth,Yes,16.0,67.0,QLD,5.0,2514.96,3
1808,Male,98,Retail,High Net Worth,No,17.0,56.0,NSW,9.0,7965.28,1
1809,Female,67,Health,Mass Customer,Yes,19.0,61.0,NSW,7.0,3918.15,0
1810,Male,98,Manufacturing,High Net Worth,No,16.0,63.0,NSW,9.0,168.45,1
1811,Male,59,Financial Services,Mass Customer,No,1.0,23.0,NSW,12.0,6493.8,1
1812,Female,20,Health,Affluent Customer,No,14.0,63.0,NSW,9.0,4084.28,1
1813,Female,45,Manufacturing,Mass Customer,No,1.0,21.0,QLD,9.0,2137.45,2
1814,Female,33,Retail,Affluent Customer,No,17.0,34.0,NSW,5.0,2459.73,1
1815,Female,23,Argiculture,Mass Customer,Yes,19.0,68.0,NSW,8.0,1964.0800000000002,0
1816,Female,68,Argiculture,Mass Customer,No,18.0,45.0,QLD,9.0,3352.53,2
1817,Male,32,Not Specified,High Net Worth,No,19.0,47.0,VIC,6.0,4244.1,2
1818,Female,64,Entertainment,Mass Customer,Yes,11.0,55.0,VIC,8.0,4516.55,0
1819,Female,26,Entertainment,Mass Customer,Yes,8.0,27.0,VIC,12.0,763.9000000000001,0
1820,Male,12,IT,Affluent Customer,No,5.0,26.0,NSW,10.0,4883.79,1
1821,Male,89,Entertainment,High Net Worth,Yes,15.0,50.0,NSW,9.0,7335.889999999999,3
1822,Female,67,Financial Services,Mass Customer,No,9.0,60.0,NSW,7.0,848.7399999999999,1
1823,Female,29,Not Specified,High Net Worth,No,10.0,48.0,VIC,5.0,2266.6599999999994,2
1824,Female,12,Manufacturing,Affluent Customer,Yes,5.0,63.0,VIC,6.0,3263.7000000000003,3
1825,Male,82,Financial Services,Mass Customer,Yes,17.0,55.0,VIC,5.0,4977.7699999999995,0
1826,Male,33,Manufacturing,High Net Worth,Yes,7.0,61.0,NSW,11.0,3405.78,3
1827,Female,92,Retail,Affluent Customer,Yes,18.0,44.0,QLD,4.0,3619.13,3
1828,Female,65,Manufacturing,Affluent Customer,No,14.0,34.0,QLD,7.0,757.2499999999999,2
1829,Male,82,Not Specified,Mass Customer,No,14.0,42.0,NSW,10.0,1805.9199999999998,1
1830,Male,98,Manufacturing,High Net Worth,No,12.0,37.0,NSW,8.0,5285.09,1
1831,Male,58,Health,Mass Customer,No,15.0,44.0,VIC,3.0,2147.2999999999997,2
1832,Female,53,Manufacturing,Mass Customer,Yes,12.0,58.0,QLD,3.0,5739.57,0
1833,Male,67,Financial Services,High Net Worth,Yes,19.0,55.0,QLD,3.0,2441.37,3
1834,Male,84,Financial Services,High Net Worth,Yes,11.0,45.0,QLD,4.0,4434.93,3
1835,Male,48,Financial Services,Affluent Customer,Yes,1.0,29.0,NSW,10.0,1039.0299999999997,3
1836,Female,54,Health,Mass Customer,Yes,13.0,67.0,NSW,11.0,1219.8600000000001,0
1837,Male,9,Manufacturing,Mass Customer,Yes,19.0,48.0,NSW,8.0,4515.25,0
1838,Female,14,Financial Services,Affluent Customer,Yes,12.0,57.0,VIC,11.0,4691.450000000001,3
1839,Female,60,Entertainment,High Net Worth,Yes,5.0,35.0,QLD,8.0,2784.0,3
1840,Male,22,Argiculture,High Net Worth,Yes,20.0,45.0,NSW,10.0,2259.16,3
1841,Male,63,Argiculture,Affluent Customer,No,2.0,27.0,NSW,11.0,2389.05,1
1842,Male,89,Financial Services,Mass Customer,No,8.0,45.0,NSW,8.0,3055.85,1
1843,Male,96,Not Specified,Mass Customer,Yes,4.0,38.0,VIC,8.0,2132.3,0
1844,Female,71,Not Specified,Mass Customer,No,12.0,47.0,VIC,4.0,4085.4800000000005,2
1845,Male,34,Financial Services,Mass Customer,No,6.0,44.0,NSW,12.0,4572.889999999999,1
1846,Female,4,Manufacturing,Affluent Customer,No,7.0,43.0,VIC,10.0,356.5,2
1847,Female,68,Manufacturing,Mass Customer,No,6.0,44.0,NSW,1.0,1919.8300000000002,1
1848,Male,22,Manufacturing,Mass Customer,No,9.0,45.0,NSW,3.0,4456.95,1
1849,Male,6,Retail,Mass Customer,Yes,5.0,64.0,VIC,8.0,4077.26,0
1850,Male,4,Manufacturing,High Net Worth,No,7.0,44.0,NSW,9.0,5159.719999999999,1
1851,Male,20,Not Specified,Mass Customer,No,13.0,48.0,NSW,9.0,881.1499999999999,1
1852,Female,22,Manufacturing,Affluent Customer,No,18.0,44.0,VIC,6.0,4641.27,2
1853,Female,67,Not Specified,Mass Customer,Yes,17.0,35.0,VIC,6.0,5184.76,0
1854,Female,11,Not Specified,High Net Worth,Yes,17.0,44.0,VIC,1.0,2135.67,3
1855,Male,2,Entertainment,Mass Customer,Yes,18.0,51.0,VIC,7.0,2257.8099999999995,0
1856,Female,57,Retail,Mass Customer,No,4.0,53.0,NSW,10.0,253.81000000000003,1
1857,Male,57,Manufacturing,Affluent Customer,Yes,5.0,54.0,VIC,10.0,3429.5099999999998,3
1858,Female,30,Manufacturing,High Net Worth,Yes,11.0,65.0,NSW,8.0,5387.47,3
1859,Female,81,IT,High Net Worth,Yes,12.0,32.0,NSW,7.0,2355.59,3
1860,Female,4,Manufacturing,Mass Customer,Yes,17.0,45.0,QLD,6.0,4503.35,0
1861,Female,26,Manufacturing,Mass Customer,Yes,8.0,55.0,NSW,7.0,3793.8100000000004,0
1862,Female,24,Health,High Net Worth,Yes,4.0,42.0,NSW,10.0,3020.1,3
1863,Male,10,Telecommunications,High Net Worth,No,20.0,44.0,NSW,1.0,6524.34,1
1864,Female,45,Retail,Mass Customer,No,18.0,62.0,QLD,7.0,3081.07,2
1865,Female,35,Not Specified,Mass Customer,No,3.0,24.0,VIC,9.0,690.49,2
1866,Male,27,Manufacturing,Mass Customer,No,2.0,30.0,NSW,12.0,8834.6,1
1867,Female,96,Not Specified,Affluent Customer,No,3.0,36.0,NSW,6.0,3914.7,1
1868,Female,11,Retail,Mass Customer,No,10.0,34.0,QLD,5.0,7566.25,2
1869,Female,73,Financial Services,High Net Worth,Yes,9.0,45.0,QLD,7.0,1623.4299999999998,3
1870,Female,24,Not Specified,Affluent Customer,No,9.0,49.0,QLD,9.0,4382.2,2
1871,Female,52,Financial Services,High Net Worth,Yes,8.0,28.0,QLD,4.0,2220.2599999999998,3
1872,Male,75,Manufacturing,Mass Customer,Yes,14.0,49.0,NSW,6.0,2620.74,0
1873,Male,49,Manufacturing,Affluent Customer,Yes,4.0,30.0,VIC,10.0,2807.58,3
1874,Male,17,Argiculture,High Net Worth,Yes,7.0,65.0,NSW,9.0,2146.69,3
1875,Male,4,Retail,High Net Worth,Yes,19.0,63.0,QLD,8.0,3921.26,3
1876,Male,16,Financial Services,Affluent Customer,No,21.0,45.0,NSW,10.0,4057.629999999999,1
1877,Male,13,Financial Services,High Net Worth,Yes,16.0,56.0,QLD,4.0,1507.8199999999997,3
1878,Male,6,Health,Affluent Customer,No,10.0,68.0,QLD,1.0,2755.93,2
1879,Male,4,Manufacturing,High Net Worth,No,5.0,55.0,NSW,8.0,1914.3899999999999,1
1880,Male,50,Not Specified,High Net Worth,No,17.0,50.0,NSW,12.0,4685.53,1
1881,Male,61,Not Specified,Affluent Customer,Yes,12.0,64.0,NSW,8.0,5018.9800000000005,3
1882,Male,86,Manufacturing,Affluent Customer,No,10.0,58.0,NSW,9.0,4054.8500000000004,1
1883,Female,6,Health,Mass Customer,No,6.0,31.0,QLD,6.0,1910.8899999999999,2
1884,Female,19,Manufacturing,Mass Customer,Yes,17.0,52.0,NSW,12.0,3349.9900000000002,0
1885,Male,18,Health,High Net Worth,Yes,11.0,40.0,NSW,8.0,6979.280000000001,3
1886,Female,35,IT,Affluent Customer,No,18.0,44.0,NSW,9.0,2434.76,1
1887,Female,22,IT,Affluent Customer,Yes,8.0,57.0,VIC,9.0,9695.59,3
1888,Female,67,Health,Mass Customer,Yes,1.0,20.0,NSW,10.0,3288.04,0
1889,Male,98,Retail,Affluent Customer,No,11.0,49.0,NSW,7.0,3710.54,1
1890,Male,89,Financial Services,Mass Customer,No,7.0,50.0,QLD,7.0,6710.76,2
1891,Male,6,Retail,Mass Customer,Yes,19.0,32.0,NSW,8.0,4045.2000000000007,0
1892,Female,48,Retail,High Net Worth,Yes,2.0,27.0,NSW,10.0,978.3199999999999,3
1893,Male,25,Not Specified,Mass Customer,No,5.0,54.0,QLD,4.0,3637.1699999999996,2
1894,Male,86,Manufacturing,High Net Worth,Yes,17.0,46.0,VIC,8.0,1907.65,3
1895,Female,53,Manufacturing,Mass Customer,No,15.0,47.0,VIC,11.0,1283.6399999999999,2
1896,Male,13,Not Specified,High Net Worth,No,1.0,27.0,QLD,5.0,2411.66,2
1897,Female,58,Not Specified,Mass Customer,Yes,1.0,25.0,QLD,3.0,2502.37,0
1898,Female,67,Manufacturing,Affluent Customer,Yes,12.0,42.0,QLD,9.0,6068.280000000001,3
1899,Male,29,Retail,Affluent Customer,Yes,4.0,25.0,VIC,1.0,2030.54,3
1900,Male,67,Financial Services,Affluent Customer,Yes,19.0,42.0,QLD,6.0,1017.2399999999999,3
1901,Male,40,Argiculture,Affluent Customer,No,8.0,45.0,QLD,6.0,5809.11,2
1902,Female,48,Financial Services,Mass Customer,Yes,4.0,57.0,VIC,9.0,2258.54,0
1903,Male,8,Not Specified,High Net Worth,Yes,4.0,48.0,VIC,7.0,4098.86,3
1904,Female,60,IT,High Net Worth,Yes,14.0,44.0,NSW,1.0,1604.73,3
1905,Female,21,Manufacturing,Affluent Customer,No,15.0,69.0,NSW,6.0,4833.73,1
1906,Male,69,Retail,Mass Customer,No,22.0,34.0,NSW,4.0,2957.85,1
1907,Male,69,Health,High Net Worth,No,18.0,48.0,NSW,8.0,1014.0699999999998,1
1908,Female,2,Financial Services,High Net Worth,Yes,6.0,58.0,NSW,8.0,3725.5699999999997,3
1909,Female,32,Argiculture,Affluent Customer,Yes,13.0,37.0,NSW,7.0,3456.8,3
1910,Female,20,Property,High Net Worth,Yes,14.0,63.0,NSW,2.0,907.45,3
1911,Male,22,Manufacturing,Mass Customer,No,3.0,42.0,QLD,7.0,689.11,2
1912,Male,36,Manufacturing,High Net Worth,No,7.0,30.0,NSW,2.0,3286.01,1
1913,Female,36,Health,Mass Customer,Yes,17.0,49.0,NSW,6.0,3254.5299999999997,0
1914,Male,72,Financial Services,Mass Customer,No,5.0,54.0,QLD,6.0,2248.17,2
1915,Female,40,Health,Mass Customer,Yes,12.0,69.0,VIC,8.0,2568.0499999999997,0
1916,Male,71,Retail,High Net Worth,Yes,7.0,27.0,NSW,4.0,4545.8,3
1917,Female,7,Argiculture,Affluent Customer,Yes,8.0,49.0,NSW,4.0,5107.25,3
1918,U,83,IT,Affluent Customer,No,7.0,44.0,NSW,8.0,3092.75,1
1919,Male,40,Argiculture,Mass Customer,Yes,19.0,61.0,QLD,8.0,1841.25,0
1920,Male,29,Financial Services,Mass Customer,No,13.0,34.0,NSW,1.0,155.46999999999997,1
1921,Female,70,Not Specified,Mass Customer,No,17.0,39.0,NSW,9.0,64.50999999999999,1
1922,Female,7,Not Specified,High Net Worth,Yes,5.0,53.0,VIC,7.0,1580.86,3
1923,Male,52,Health,Mass Customer,No,9.0,52.0,VIC,9.0,3078.6200000000003,2
1924,Female,94,Not Specified,Mass Customer,Yes,14.0,56.0,NSW,9.0,1761.68,0
1925,Female,34,Not Specified,Mass Customer,Yes,7.0,40.0,QLD,7.0,2584.5600000000004,0
1926,Male,72,Financial Services,High Net Worth,Yes,10.0,64.0,QLD,5.0,4911.09,3
1927,Female,11,Manufacturing,Affluent Customer,Yes,8.0,47.0,VIC,10.0,3658.13,3
1928,Male,2,Manufacturing,High Net Worth,Yes,13.0,45.0,NSW,9.0,879.4799999999999,3
1929,Female,79,Health,Affluent Customer,No,20.0,36.0,VIC,7.0,1912.36,2
1930,Male,27,Manufacturing,High Net Worth,No,3.0,26.0,VIC,1.0,2428.87,2
1931,Male,85,Health,Affluent Customer,No,6.0,49.0,QLD,5.0,384.06999999999994,2
1932,Female,98,Entertainment,Affluent Customer,Yes,3.0,45.0,VIC,7.0,4328.469999999999,3
1933,Male,72,Manufacturing,Affluent Customer,No,18.0,42.0,NSW,11.0,4404.77,1
1934,Male,70,Not Specified,Affluent Customer,Yes,14.0,59.0,NSW,10.0,2439.94,3
1935,Male,72,Not Specified,Mass Customer,No,9.0,47.0,NSW,8.0,3568.73,1
1936,Female,36,Manufacturing,Mass Customer,Yes,12.0,58.0,VIC,1.0,3553.7400000000002,0
1937,Male,69,Health,Mass Customer,No,19.0,48.0,NSW,3.0,4712.24,1
1938,U,47,IT,Mass Customer,Yes,7.0,44.0,QLD,2.0,3014.0,0
1939,Male,81,Not Specified,Mass Customer,Yes,8.0,30.0,QLD,3.0,201.54999999999998,0
1940,Female,52,Manufacturing,High Net Worth,Yes,8.0,45.0,QLD,6.0,3259.41,3
1941,Male,83,Entertainment,Mass Customer,No,2.0,30.0,QLD,8.0,3130.19,2
1942,Male,0,Financial Services,High Net Worth,No,19.0,35.0,NSW,9.0,4675.1900000000005,1
1943,Male,35,Financial Services,Affluent Customer,Yes,13.0,37.0,NSW,11.0,357.7899999999998,3
1944,Male,73,Argiculture,High Net Worth,Yes,8.0,42.0,VIC,8.0,1461.63,3
1945,Male,88,Not Specified,High Net Worth,Yes,9.0,44.0,NSW,9.0,710.0699999999999,3
1946,Male,37,Not Specified,Mass Customer,No,8.0,63.0,NSW,9.0,4063.82,1
1947,Female,66,Telecommunications,Affluent Customer,Yes,18.0,58.0,NSW,8.0,3974.81,3
1948,Female,30,Entertainment,Mass Customer,No,11.0,58.0,NSW,7.0,2425.34,1
1949,Female,9,Manufacturing,Mass Customer,No,7.0,68.0,NSW,7.0,3586.71,1
1950,Male,27,Manufacturing,Affluent Customer,Yes,19.0,59.0,NSW,6.0,3817.1400000000003,3
1951,Male,93,Manufacturing,Mass Customer,Yes,2.0,22.0,VIC,6.0,4514.84,0
1952,Female,35,Health,Mass Customer,Yes,9.0,48.0,QLD,8.0,2882.8,0
1953,Female,23,Financial Services,High Net Worth,No,12.0,44.0,VIC,12.0,3899.78,2
1954,Male,88,Manufacturing,Affluent Customer,No,5.0,54.0,NSW,9.0,5105.49,1
1955,Male,18,Not Specified,Mass Customer,No,11.0,41.0,NSW,9.0,1215.9199999999998,1
1956,Male,36,Health,Affluent Customer,Yes,3.0,28.0,QLD,3.0,1267.19,3
1957,Male,1,Property,Affluent Customer,No,4.0,45.0,VIC,10.0,6290.87,2
1958,Female,62,Not Specified,Mass Customer,No,22.0,37.0,NSW,11.0,1090.7099999999998,1
1959,Male,3,Health,Mass Customer,Yes,16.0,44.0,QLD,9.0,3479.22,0
1960,Male,86,Not Specified,Mass Customer,Yes,10.0,44.0,QLD,8.0,2690.06,0
1961,Female,10,Not Specified,Mass Customer,Yes,15.0,61.0,NSW,11.0,3361.67,0
1962,Male,13,Retail,Mass Customer,Yes,22.0,45.0,NSW,4.0,758.6899999999999,0
1963,Male,81,Argiculture,Mass Customer,Yes,4.0,24.0,QLD,8.0,1828.47,0
1964,Female,60,Financial Services,Affluent Customer,Yes,9.0,58.0,QLD,7.0,4239.32,3
1965,Male,81,Retail,Mass Customer,Yes,3.0,48.0,NSW,9.0,2093.67,0
1966,Male,75,Financial Services,High Net Worth,No,3.0,29.0,NSW,10.0,1564.56,1
1967,Female,88,Manufacturing,Affluent Customer,Yes,17.0,36.0,NSW,9.0,5732.110000000001,3
1968,Female,31,Entertainment,Mass Customer,No,1.0,28.0,QLD,3.0,1810.03,2
1969,Male,54,IT,Mass Customer,Yes,19.0,61.0,VIC,8.0,2623.56,0
1970,Male,51,Manufacturing,Mass Customer,No,7.0,40.0,VIC,10.0,3660.4800000000005,2
1971,Female,49,Manufacturing,Mass Customer,Yes,4.0,24.0,VIC,5.0,4812.99,0
1972,Male,12,IT,Mass Customer,Yes,2.0,33.0,NSW,8.0,2835.3999999999996,0
1973,Female,52,Financial Services,High Net Worth,No,5.0,42.0,NSW,10.0,3371.6899999999996,1
1974,Male,67,Not Specified,Mass Customer,Yes,15.0,64.0,NSW,9.0,1601.3300000000002,0
1975,Female,39,Health,Affluent Customer,No,4.0,57.0,QLD,9.0,79.15999999999994,2
1976,Female,84,Manufacturing,Mass Customer,No,11.0,47.0,VIC,7.0,1731.6299999999999,2
1977,Female,28,Manufacturing,Mass Customer,Yes,5.0,45.0,NSW,8.0,2080.25,0
1978,Female,53,Health,Mass Customer,No,16.0,67.0,VIC,9.0,231.7099999999999,2
1979,Male,98,Manufacturing,Mass Customer,Yes,11.0,62.0,QLD,2.0,4541.84,0
1980,Male,97,Health,High Net Worth,Yes,7.0,30.0,NSW,8.0,4822.39,3
1981,Male,62,Not Specified,Affluent Customer,No,12.0,36.0,NSW,10.0,2291.9700000000003,1
1982,Female,80,Financial Services,High Net Worth,Yes,16.0,54.0,NSW,2.0,3939.1699999999996,3
1983,Female,6,Entertainment,Affluent Customer,Yes,18.0,59.0,QLD,4.0,3061.7999999999997,3
1984,Male,70,Health,Mass Customer,Yes,1.0,23.0,NSW,10.0,7256.08,0
1985,Female,1,Not Specified,Mass Customer,Yes,16.0,43.0,NSW,10.0,2665.3,0
1986,Female,53,Retail,Mass Customer,No,16.0,40.0,NSW,8.0,2436.69,1
1987,Male,56,Health,Affluent Customer,No,8.0,66.0,NSW,12.0,1781.3600000000004,1
1988,Male,27,Property,Mass Customer,No,8.0,65.0,VIC,5.0,6006.4,2
1989,Female,46,Property,High Net Worth,Yes,17.0,49.0,NSW,6.0,1659.6399999999999,3
1990,U,9,Financial Services,High Net Worth,No,7.0,44.0,NSW,8.0,2904.13,1
1991,Male,35,Health,Mass Customer,Yes,8.0,29.0,NSW,10.0,8256.08,0
1992,Female,28,Manufacturing,Mass Customer,Yes,3.0,27.0,NSW,10.0,6658.89,0
1993,Male,82,Not Specified,High Net Worth,Yes,3.0,42.0,NSW,9.0,2849.22,3
1994,Female,71,Manufacturing,High Net Worth,No,11.0,36.0,VIC,6.0,3922.29,2
1995,Female,6,Not Specified,Mass Customer,Yes,11.0,53.0,QLD,9.0,2094.5899999999997,0
1996,Male,4,Manufacturing,Mass Customer,No,4.0,36.0,QLD,8.0,2525.43,2
1997,Male,57,Not Specified,Mass Customer,No,5.0,26.0,NSW,11.0,2854.9700000000003,1
1998,Male,13,Manufacturing,High Net Worth,No,21.0,47.0,VIC,7.0,2715.83,2
1999,Female,6,Manufacturing,Mass Customer,Yes,7.0,60.0,QLD,10.0,2424.34,0
2000,U,68,IT,High Net Worth,Yes,7.0,44.0,NSW,8.0,999.0,3
2001,Female,21,Manufacturing,Mass Customer,Yes,3.0,45.0,NSW,4.0,5347.870000000001,0
2002,Female,55,Financial Services,Mass Customer,No,12.0,51.0,NSW,6.0,1637.4600000000003,1
2003,Female,80,Manufacturing,High Net Worth,Yes,8.0,60.0,QLD,7.0,214.36999999999995,3
2004,Male,16,Manufacturing,Affluent Customer,Yes,10.0,59.0,NSW,1.0,2909.67,3
2005,Female,41,Manufacturing,High Net Worth,No,17.0,44.0,VIC,10.0,4047.83,2
2006,Female,33,Property,High Net Worth,Yes,2.0,23.0,NSW,4.0,2255.61,3
2007,Male,8,Manufacturing,Mass Customer,Yes,15.0,52.0,NSW,8.0,4601.8099999999995,0
2008,Male,77,Financial Services,Mass Customer,Yes,3.0,29.0,QLD,2.0,2365.36,0
2009,Female,19,Health,Affluent Customer,Yes,19.0,62.0,NSW,8.0,2357.3500000000004,3
2010,Male,88,Manufacturing,High Net Worth,Yes,7.0,48.0,NSW,11.0,2168.7999999999997,3
2011,Male,68,Manufacturing,High Net Worth,Yes,12.0,44.0,NSW,12.0,560.4800000000001,3
2012,Female,55,Health,High Net Worth,No,4.0,50.0,NSW,8.0,2714.3,1
2013,Female,99,Health,Affluent Customer,Yes,19.0,27.0,NSW,8.0,6025.31,3
2014,Female,49,Manufacturing,Mass Customer,Yes,8.0,32.0,NSW,10.0,4281.32,0
2015,Female,6,Health,Affluent Customer,No,7.0,48.0,NSW,9.0,3523.9700000000003,1
2016,Female,89,Retail,Affluent Customer,Yes,1.0,23.0,NSW,11.0,2390.89,3
2017,Male,67,Financial Services,Affluent Customer,Yes,6.0,27.0,NSW,11.0,4721.62,3
2018,Male,80,Financial Services,Affluent Customer,No,12.0,59.0,NSW,11.0,2335.54,1
2019,Female,48,Entertainment,High Net Worth,No,17.0,69.0,QLD,2.0,6325.84,2
2020,Female,50,Property,Affluent Customer,Yes,14.0,51.0,VIC,8.0,4959.639999999999,3
2021,U,31,IT,High Net Worth,Yes,7.0,44.0,NSW,10.0,90.22,3
2022,Male,79,IT,Affluent Customer,No,7.0,40.0,NSW,7.0,3955.17,1
2023,Male,15,Not Specified,High Net Worth,No,10.0,51.0,NSW,7.0,5132.78,1
2024,Female,69,IT,Mass Customer,Yes,2.0,22.0,QLD,3.0,3558.4100000000003,0
2025,Male,59,Not Specified,Mass Customer,Yes,3.0,40.0,QLD,9.0,2183.55,0
2026,Female,62,Property,Mass Customer,Yes,7.0,35.0,NSW,7.0,3447.4399999999996,0
2027,Male,89,Not Specified,High Net Worth,No,10.0,58.0,NSW,10.0,3237.25,1
2028,Female,25,Retail,Affluent Customer,Yes,18.0,45.0,NSW,8.0,3648.33,3
2029,Male,10,Manufacturing,Mass Customer,No,7.0,30.0,QLD,8.0,4156.31,2
2030,Male,3,Property,High Net Worth,No,15.0,61.0,VIC,7.0,4622.34,2
2031,Male,99,Not Specified,Mass Customer,No,12.0,35.0,VIC,8.0,1998.35,2
2032,Male,98,Property,Mass Customer,Yes,9.0,39.0,NSW,8.0,978.76,0
2033,Male,36,Health,High Net Worth,No,10.0,51.0,NSW,10.0,4458.72,1
2034,Female,87,Manufacturing,Mass Customer,No,8.0,48.0,NSW,11.0,2679.08,1
2035,Male,40,Health,Mass Customer,No,19.0,43.0,NSW,7.0,1520.8600000000001,1
2036,Female,11,Not Specified,Mass Customer,No,17.0,45.0,NSW,10.0,6770.24,1
2037,Male,19,IT,Mass Customer,No,6.0,33.0,NSW,3.0,2941.0699999999997,1
2038,Female,9,Financial Services,Mass Customer,Yes,5.0,62.0,VIC,2.0,3207.1700000000005,0
2039,Female,38,IT,High Net Worth,Yes,7.0,44.0,NSW,8.0,2422.46,3
2040,Male,25,Retail,Affluent Customer,Yes,12.0,53.0,QLD,9.0,1364.0500000000002,3
2041,Male,52,Financial Services,Mass Customer,No,17.0,65.0,NSW,9.0,3799.8600000000006,1
2042,Male,65,Health,Mass Customer,No,17.0,54.0,VIC,4.0,2006.1800000000003,2
2043,Female,67,Not Specified,Mass Customer,No,7.0,45.0,QLD,6.0,3472.24,2
2044,Female,84,Health,Mass Customer,Yes,1.0,24.0,NSW,12.0,3977.45,0
2045,Female,15,Financial Services,High Net Worth,No,15.0,38.0,NSW,11.0,5224.69,1
2046,Female,3,Not Specified,Mass Customer,Yes,13.0,63.0,NSW,8.0,9188.77,0
2047,Female,45,Financial Services,Affluent Customer,Yes,21.0,47.0,QLD,7.0,1952.51,3
2048,Female,22,Financial Services,High Net Worth,No,13.0,62.0,NSW,8.0,5517.21,1
2049,Male,21,Manufacturing,High Net Worth,No,5.0,60.0,NSW,8.0,4162.97,1
2050,Female,22,Not Specified,Mass Customer,Yes,5.0,68.0,NSW,10.0,2099.3999999999996,0
2051,Female,8,Manufacturing,Affluent Customer,No,20.0,63.0,NSW,12.0,6140.66,1
2052,Male,5,Retail,Mass Customer,Yes,8.0,66.0,QLD,3.0,3009.8900000000003,0
2053,Male,7,Financial Services,Affluent Customer,Yes,11.0,44.0,QLD,7.0,4941.179999999999,3
2054,Male,12,Manufacturing,Mass Customer,Yes,22.0,27.0,NSW,11.0,3000.7,0
2055,Male,46,Retail,High Net Worth,No,7.0,42.0,NSW,3.0,5563.629999999999,1
2056,Female,65,Property,High Net Worth,No,22.0,36.0,NSW,8.0,1028.46,1
2057,Female,99,Manufacturing,Affluent Customer,Yes,15.0,63.0,VIC,8.0,5006.98,3
2058,Female,99,Argiculture,High Net Worth,No,7.0,44.0,QLD,1.0,3634.98,2
2059,Female,21,Not Specified,High Net Worth,No,12.0,45.0,VIC,10.0,1500.24,2
2060,Female,17,Financial Services,Mass Customer,No,17.0,63.0,VIC,9.0,5875.139999999999,2
2061,Female,71,Manufacturing,High Net Worth,No,4.0,39.0,QLD,4.0,3867.7400000000002,2
2062,Male,67,Retail,Mass Customer,No,18.0,46.0,QLD,7.0,3465.41,2
2063,Male,55,Health,Affluent Customer,No,16.0,59.0,VIC,12.0,1823.0,2
2064,Male,99,Health,Mass Customer,Yes,18.0,53.0,QLD,3.0,3327.0400000000004,0
2065,Male,66,Retail,Mass Customer,Yes,12.0,44.0,NSW,9.0,2071.89,0
2066,Male,91,Health,High Net Worth,Yes,12.0,52.0,NSW,9.0,2259.2900000000004,3
2067,Male,81,Health,Mass Customer,No,17.0,43.0,NSW,10.0,3743.7999999999997,1
2068,Female,23,Not Specified,High Net Worth,No,8.0,66.0,NSW,1.0,3933.88,1
2069,U,32,IT,Mass Customer,Yes,7.0,44.0,QLD,7.0,5879.97,0
2070,Female,0,Not Specified,Mass Customer,No,8.0,40.0,NSW,7.0,6433.749999999999,1
2071,Female,69,Not Specified,Mass Customer,No,10.0,44.0,VIC,10.0,3588.04,2
2072,Female,30,Financial Services,Mass Customer,Yes,9.0,62.0,VIC,9.0,4136.84,0
2073,Female,87,Manufacturing,High Net Worth,Yes,10.0,48.0,VIC,8.0,2487.67,3
2075,Female,95,Manufacturing,Mass Customer,No,8.0,49.0,QLD,4.0,2302.5400000000004,2
